date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:12:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Dec%202021%2020:12:50%20GMT	http://francokees94.wixsite.com/portfolio	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/portfolio.0.delayed	(from )
17:12:52	444004/444004	---MCZ	200	added ('OK')	text/html	etag:W/%2200728dd4c1b49467797a5980e456ba19%22	https://francokees94.wixsite.com/portfolio	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/portfolio.html	(from )
17:12:53	201/201	---M--	200	added ('OK')	text/plain	date:Mon,%2006%20Dec%202021%2020:12:51%20GMT	https://francokees94.wixsite.com/robots.txt		(from )
17:12:54	137771/137771	---M-Z	200	added ('OK')	application/javascript	etag:W/%2218eb21e8d1074fd7a594d3748ba0cb33%22	https://static.parastorage.com/unpkg/core-js-bundle@3.2.1/minified.js	C:/Users/etzio/Desktop/website/a/static.parastorage.com/unpkg/core-js-bundle@3.2.1/minified.js	(from https://francokees94.wixsite.com/portfolio)
17:12:54	1171/1171	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c187011c9a45c15a6fcbf5d62a5d755f%22	https://static.parastorage.com/unpkg/focus-within-polyfill@5.0.9/dist/focus-within-polyfill.js	C:/Users/etzio/Desktop/website/a/static.parastorage.com/unpkg/focus-within-polyfill@5.0.9/dist/focus-within-polyfill.js	(from https://francokees94.wixsite.com/portfolio)
17:12:54	65503/65503	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2020%20Oct%202021%2022:43:05%20GMT	https://polyfill.io/v3/polyfill.min.js?features=fetch	C:/Users/etzio/Desktop/website/a/polyfill.io/v3/polyfill.mind82c.js	(from https://francokees94.wixsite.com/portfolio)
17:12:54	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:53%20GMT	https://francokees94.wixsite.com/47b73115.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/47b73115.min.css	(from https://francokees94.wixsite.com/portfolio)
17:12:55	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:53%20GMT	https://francokees94.wixsite.com/1a3ca2ee.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/1a3ca2ee.min.css	(from https://francokees94.wixsite.com/portfolio)
17:12:55	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:54%20GMT	https://francokees94.wixsite.com/16e44c05.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/16e44c05.min.css	(from https://francokees94.wixsite.com/portfolio)
17:12:55	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:54%20GMT	https://francokees94.wixsite.com/6ac53ab7.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/6ac53ab7.min.css	(from https://francokees94.wixsite.com/portfolio)
17:12:56	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:54%20GMT	https://francokees94.wixsite.com/02595569.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/02595569.min.css	(from https://francokees94.wixsite.com/portfolio)
17:12:56	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:54%20GMT	https://francokees94.wixsite.com/e5861f41.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/e5861f41.min.css	(from https://francokees94.wixsite.com/portfolio)
17:12:56	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:55%20GMT	https://francokees94.wixsite.com/c53e42d7.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/c53e42d7.min.css	(from https://francokees94.wixsite.com/portfolio)
17:12:56	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:55%20GMT	https://francokees94.wixsite.com/da6c52cb.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/da6c52cb.min.css	(from https://francokees94.wixsite.com/portfolio)
17:12:57	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:55%20GMT	https://francokees94.wixsite.com/3d2759f7.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/3d2759f7.min.css	(from https://francokees94.wixsite.com/portfolio)
17:12:57	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:56%20GMT	https://francokees94.wixsite.com/960c3a88.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/960c3a88.min.css	(from https://francokees94.wixsite.com/portfolio)
17:12:57	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:56%20GMT	https://francokees94.wixsite.com/390543ac.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/390543ac.min.css	(from https://francokees94.wixsite.com/portfolio)
17:12:58	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:56%20GMT	https://francokees94.wixsite.com/2f9aeb85.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/2f9aeb85.min.css	(from https://francokees94.wixsite.com/portfolio)
17:12:58	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:56%20GMT	https://francokees94.wixsite.com/f36661fb.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/f36661fb.min.css	(from https://francokees94.wixsite.com/portfolio)
17:12:58	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:57%20GMT	https://francokees94.wixsite.com/aa613bd1.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/aa613bd1.min.css	(from https://francokees94.wixsite.com/portfolio)
17:12:58	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:57%20GMT	https://francokees94.wixsite.com/395efea1.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/395efea1.min.css	(from https://francokees94.wixsite.com/portfolio)
17:12:59	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:57%20GMT	https://francokees94.wixsite.com/6daaad8b.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/6daaad8b.min.css	(from https://francokees94.wixsite.com/portfolio)
17:12:59	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:58%20GMT	https://francokees94.wixsite.com/bf91693c.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/bf91693c.min.css	(from https://francokees94.wixsite.com/portfolio)
17:12:59	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:58%20GMT	https://francokees94.wixsite.com/b4ae8803.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/b4ae8803.min.css	(from https://francokees94.wixsite.com/portfolio)
17:13:00	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:58%20GMT	https://francokees94.wixsite.com/62ccedec.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/62ccedec.min.css	(from https://francokees94.wixsite.com/portfolio)
17:13:00	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:59%20GMT	https://francokees94.wixsite.com/ae08c227.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/ae08c227.min.css	(from https://francokees94.wixsite.com/portfolio)
17:13:00	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:59%20GMT	https://francokees94.wixsite.com/11f27093.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/11f27093.min.css	(from https://francokees94.wixsite.com/portfolio)
17:13:00	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:59%20GMT	https://francokees94.wixsite.com/9b155e90.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/9b155e90.min.css	(from https://francokees94.wixsite.com/portfolio)
17:13:01	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:12:59%20GMT	https://francokees94.wixsite.com/4ec2545d.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/4ec2545d.min.css	(from https://francokees94.wixsite.com/portfolio)
17:13:01	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:13:00%20GMT	https://francokees94.wixsite.com/1bbe301d.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/1bbe301d.min.css	(from https://francokees94.wixsite.com/portfolio)
17:13:01	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:13:00%20GMT	https://francokees94.wixsite.com/e78a13b3.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/e78a13b3.min.css	(from https://francokees94.wixsite.com/portfolio)
17:13:02	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:13:00%20GMT	https://francokees94.wixsite.com/b604fd33.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/b604fd33.min.css	(from https://francokees94.wixsite.com/portfolio)
17:13:02	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:13:01%20GMT	https://francokees94.wixsite.com/48c6d58d.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/48c6d58d.min.css	(from https://francokees94.wixsite.com/portfolio)
17:13:02	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:13:01%20GMT	https://francokees94.wixsite.com/439c90c8.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/439c90c8.min.css	(from https://francokees94.wixsite.com/portfolio)
17:13:02	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:13:01%20GMT	https://francokees94.wixsite.com/cd69f57c.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/cd69f57c.min.css	(from https://francokees94.wixsite.com/portfolio)
17:13:03	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:13:01%20GMT	https://francokees94.wixsite.com/bc223d50.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/bc223d50.min.css	(from https://francokees94.wixsite.com/portfolio)
17:13:03	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:13:02%20GMT	https://francokees94.wixsite.com/bc2466c0.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/bc2466c0.min.css	(from https://francokees94.wixsite.com/portfolio)
17:13:03	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:13:02%20GMT	https://francokees94.wixsite.com/5d7b6bbf.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/5d7b6bbf.min.css	(from https://francokees94.wixsite.com/portfolio)
17:13:04	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:13:02%20GMT	https://francokees94.wixsite.com/3fdab364.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/3fdab364.min.css	(from https://francokees94.wixsite.com/portfolio)
17:13:04	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Dec%202021%2020:13:03%20GMT	https://francokees94.wixsite.com/20d93486.min.css	C:/Users/etzio/Desktop/website/a/francokees94.wixsite.com/20d93486.min.css	(from https://francokees94.wixsite.com/portfolio)
